file	line	owner	member	type	offset	bytes	member_alignment	owner_size	owner_alignment	previous	next	reference_sites	removal	disposition	references	history_query	preceding_pack_directives
include/Gruntz/TileTriggerLogic.h	124	CTileTriggerLogic	m_reserved18	i32	0x18	4	4	0x9c	4	m_reserved14	m_initGate	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Gruntz/TileTriggerSwitchLogic.cpp:1717; src/Gruntz/TileTriggerSwitchLogic.cpp:1745	git log --follow -- include/Gruntz/TileTriggerLogic.h	none in header
include/Gruntz/TileTriggerSwitchLogic.h	62	CTileTriggerSwitchLogic	m_reserved1c	i32	0x1c	4	4	0x8c	4	m_damageParam	m_initGate	3	layout-changes	retained-referenced-storage-needs-semantic-review	src/Gruntz/TileTriggerSwitchLogic.cpp:1644; src/Gruntz/TileTriggerSwitchLogic.cpp:1669; src/Gruntz/TileTriggerSwitchLogic.cpp:94	git log --follow -- include/Gruntz/TileTriggerSwitchLogic.h	none in header
include/Gruntz/Timer.h	38	CTimer	m_pad24	char[4]	0x24	4	1	0x50	4	m_frameColon	m_baseTime	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Gruntz/Timer.h	none in header
include/Gruntz/ToyPeek.h	29	CToyPeek	m_pad54	char[4]	0x54	4	1	0x68	4		m_startClock	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Gruntz/ToyPeek.h	none in header
include/Gruntz/TriggerMgr.h	284	CTriggerMgr	m_reserved274	char[16]	0x274	16	1	0x408	8	m_byteArr	m_groupInitialized	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Gruntz/TriggerMgr.cpp:1346; src/Gruntz/TriggerMgr.cpp:1517	git log --follow -- include/Gruntz/TriggerMgr.h	none in header
include/Gruntz/TriggerMgr.h	288	CTriggerMgr	m_pad28c	char[4]	0x28c	4	1	0x408	8	m_phase	m_cueTimer	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Gruntz/TriggerMgr.h	none in header
include/Gruntz/TriggerMgr.h	295	CTriggerMgr	m_pad2ac	char[4]	0x2ac	4	1	0x408	8	m_pendingFxKind	m_gooTimer	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Gruntz/TriggerMgr.h	none in header
include/Gruntz/UserLogic.h	117	CUserLogic	m_reserved2c	i32	0x2c	4	4	0x34	4	m_gatedCallbackCode	m_previousAnimationActId	4	parse-error	retained-referenced-storage-needs-semantic-review	include/Gruntz/UserLogic.h:258; src/Bute/ButeGlobals.cpp:78; src/Bute/ButeGlobals.cpp:99; src/Gruntz/GruntCombat.cpp:1108	git log --follow -- include/Gruntz/UserLogic.h	none in header
include/Gruntz/Warlord.h	63	CWarlord	m_pad84	char[4]	0x84	4	1	0xb0	8	m_animPanic	m_cooldownTimer	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Gruntz/Warlord.h	none in header
include/Gruntz/WarpStoneFly.h	29	CWarpStoneFly	m_padc	char[4]	0xc	4	1	0x40	8	m_targetY	m_currentX	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Gruntz/WarpStoneFly.h	none in header
include/Gruntz/WwdGridIter.h	39	WwdGridNode	m_reserved08	i32	0x8	4	4	0x18	4		m_bucket	2	parse-error	retained-referenced-storage-needs-semantic-review	include/Gruntz/WwdGridIter.h:69; src/Wwd/WwdObjMgr.cpp:1385	git log --follow -- include/Gruntz/WwdGridIter.h	none in header
include/Image/FileImageRecords.h	59	PcxHeader	m_reserved	u8	0x40	1	1	0x80	1	m_palette	m_planes	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Image/FileImageRecords.h	31: #pragma pack(push, 1); 37: #pragma pack(pop); 39: #pragma pack(push, 1)
include/Image/Image.h	341	CFileImagePal	m_reserved	char[12]	0x0	12	1	0x10	4		m_srcPalette	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Image/Image.h	none in header
include/Io/SaveGame.h	44	SaveSlot	m_pad34	char	0x34	1	1	0x100	4	SaveSlot::(anonymous union at /home/sheep/Projects/gruntz/include/Io/SaveGame.h:40:5)	SaveSlot::(anonymous union at /home/sheep/Projects/gruntz/include/Io/SaveGame.h:45:5)	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Io/SaveGame.h	none in header
include/Net/NetMgr.h	54	CNetVersionPacket	m_pad1	char[3]	0x1	3	1	0x20	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetMgr.h	none in header
include/Net/NetMgr.h	59	CNetVersionPacket	m_pad10	char[8]	0x10	8	1	0x20	4	m_cfgWord	m_remoteVersion	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	none in header
include/Net/NetMgr.h	68	CNetValuePacket	m_pad1	char[3]	0x1	3	1	0x10	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetMgr.h	none in header
include/Net/NetMgr.h	71	CNetValuePacket	m_padc	char[4]	0xc	4	1	0x10	4	m_value		0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	none in header
include/Net/NetMgr.h	76	CNetOptionsStatePacket	m_pad1	char[3]	0x1	3	1	0xc	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetMgr.h	none in header
include/Net/NetMgr.h	84	CNetPlayerRegistrationPacket	m_pad01	char[3]	0x1	3	1	0x28	1	m_flags	m_messageId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	93	CNetPlayerRegistrationPacket	m_pad0f	char[1]	0xf	1	1	0x28	1	m_ready	m_networkPlayerId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	100	CNetPlayerUpdatePacket	m_pad01	char[3]	0x1	3	1	0x2c	1	m_flags	m_messageId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	107	CNetPlayerUpdatePacket	m_pad10	char[1]	0x10	1	1	0x2c	1	m_difficulty	m_maxGruntz	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	110	CNetPlayerUpdatePacket	m_pad13	char[1]	0x13	1	1	0x2c	1	m_ready	m_networkPlayerId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	120	CNetPlayerRecord	m_pad04	u8	0x4	1	1	0x20	1	m_difficulty	m_maxGruntz	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	123	CNetPlayerRecord	m_pad07	u8	0x7	1	1	0x20	1	m_ready	m_networkPlayerId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	130	CNetPlayerTablePacket	m_pad01	char[3]	0x1	3	1	0x88	1	m_flags	m_messageId	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1)
include/Net/NetMgr.h	194	GruntRec	m_pad09	char[3]	0x9	3	1	0x410	4	m_entryCount	m_payloadLength	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1); 134: #pragma pack(pop); 180: #pragma pack(push, 1); 188: #pragma pack(pop)
include/Net/NetMgr.h	312	CNetPlayerNode	m_reserved1c	i32	0x1c	4	4	0x24	4	m_ownedBufferA	m_listPosition	1	layout-changes	retained-referenced-storage-needs-semantic-review	src/Net/NetMgr.cpp:1145	git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1); 134: #pragma pack(pop); 180: #pragma pack(push, 1); 188: #pragma pack(pop)
include/Net/NetMgr.h	354	CNetChatPacket	m_pad1	char[3]	0x1	3	1	0x10c	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1); 134: #pragma pack(pop); 180: #pragma pack(push, 1); 188: #pragma pack(pop)
include/Net/NetMgr.h	465	CNetMgr	m_reserved88	i32	0x88	4	4	0x8c	4	m_playerCursor		0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Net/NetMgr.h	81: #pragma pack(push, 1); 134: #pragma pack(pop); 180: #pragma pack(push, 1); 188: #pragma pack(pop)
include/Net/NetPackets.h	11	CNetGameConfigPacket	m_pad1	char[3]	0x1	3	1	0x11c	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetPackets.h	none in header
include/Net/NetPackets.h	24	CNetMsg	m_pad1	char[3]	0x1	3	1	0xc	4	m_flags	m_messageId	0	layout-identical	removed-automatic-alignment		git log --follow -- include/Net/NetPackets.h	none in header
include/Rez/RezBufferObject.h	11	RezElem40	m_reserved20	i32	0x20	4	4	0x28	4	m_endRect	m_scale	1	parse-error	retained-referenced-storage-needs-semantic-review	src/DDrawMgr/Fader.cpp:266	git log --follow -- include/Rez/RezBufferObject.h	none in header
include/Wap32/Wap32.h	147	GameInfo	m_pad10c	char[64]	0x10c	64	1	0x1d4	4	m_szWindowName	m_szWindowClassName	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wap32/Wap32.h	none in header
include/Wwd/WwdFile.h	27	WwdHeader	m_reserved04	u32	0x4	4	4	0x5f4	4	m_headerSize	m_flags	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	29	WwdHeader	m_reserved0c	u32	0xc	4	4	0x5f4	4	m_flags	m_levelName	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	38	WwdHeader	m_reserved2d8	u32	0x2d8	4	4	0x5f4	4	m_startY	m_numPlanes	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	44	WwdHeader	m_reserved2f0	u32	0x2f0	4	4	0x5f4	4	m_checksum	m_launchApp	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	52	WwdPlaneHeader	m_reserved04	u32	0x4	4	4	0xa0	4	m_headerSize	m_flags	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	55	WwdPlaneHeader	m_reserved0c	u32	0xc	4	4	0xa0	4	m_flags	m_name	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	74	WwdPlaneHeader	m_reserved94	u32[3]	0x94	12	4	0xa0	4	m_zCoord		0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	137	WwdTileDescTable	m_reserved04	u32	0x4	4	4	0x24	4	m_headerSize	m_count	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdFile.h	139	WwdTileDescTable	m_reserved0c	u32[5]	0xc	20	4	0x24	4	m_count	m_descriptors	0	layout-changes	retained-unexplained-layout-span		git log --follow -- include/Wwd/WwdFile.h	none in header
include/Wwd/WwdGameObjectFamily.h	130	CGameObject	m_reservede0	i32	0xe0	4	4	0x18c	4	m_name	m_moveMode	1	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:342	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	141	CGameObject	m_reserved100	i32	0x100	4	4	0x18c	4	m_strideY	m_spawnX	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:564; src/Wwd/WwdGameObject.cpp:642	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	145	CGameObject	m_reserved110	i32	0x110	4	4	0x18c	4	m_spawnSortKey	m_score	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:568; src/Wwd/WwdGameObject.cpp:646	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	165	CGameObject	m_reserved16c	i32	0x16c	4	4	0x18c	4	m_speedY	m_reserved170	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:582; src/Wwd/WwdGameObject.cpp:660	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	166	CGameObject	m_reserved170	i32	0x170	4	4	0x18c	4	m_reserved16c	m_deltaX	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:583; src/Wwd/WwdGameObject.cpp:661	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	169	CGameObject	m_reserved17c	i32	0x17c	4	4	0x18c	4	m_deltaY	m_reserved180	2	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:586; src/Wwd/WwdGameObject.cpp:664	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	170	CGameObject	m_reserved180	i32	0x180	4	4	0x18c	4	m_reserved17c	m_carrierId	3	layout-changes	retained-referenced-storage-needs-semantic-review	src/Wwd/WwdGameObject.cpp:343; src/Wwd/WwdGameObject.cpp:587; src/Wwd/WwdGameObject.cpp:665	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	267	CWwdSpriteObject	m_reserved18c	i32	0x18c	4	4	0x1dc	4		m_frameIndex	5	parse-error	retained-referenced-storage-needs-semantic-review	include/Wwd/WwdGameObjectFamily.h:224; include/Wwd/WwdGameObjectFamily.h:236; include/Wwd/WwdGameObjectFamily.h:288; src/Wwd/WwdGameObject.cpp:255; src/Wwd/WwdGameObject.cpp:284	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	317	CWwdGameObject	m_reserved1f8	i32	0x1f8	4	4	0x1fc	4	m_children		2	parse-error	retained-referenced-storage-needs-semantic-review	include/Wwd/WwdGameObjectFamily.h:279; include/Wwd/WwdGameObjectFamily.h:287	git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
include/Wwd/WwdGameObjectFamily.h	371	CWwdDotObject	m_p18d	char[3]	0x18d	3	1	0x190	4	m_dotColor		0	layout-identical	removed-automatic-alignment		git log --follow -- include/Wwd/WwdGameObjectFamily.h	none in header
