rva,unit,opt,size,name
0x3532b,SOURCE/wingraph,Od,0x94,?CreatePrimary@@YIXXZ
0x353bf,SOURCE/wingraph,Od,0xe3,?SetupClipper@@YIXXZ
0x354a2,SOURCE/wingraph,Od,0x15f,?DDInitGraphics@@YIXXZ
0x35601,SOURCE/wingraph,Od,0x530,?DDAppPaint@@YIHPAX0@Z
0x35b31,SOURCE/wingraph,Od,0x13c,?DDInitializePalette@@YIXXZ
0x35c6d,SOURCE/wingraph,Od,0xaf,?DDSetPalette@@YIHXZ
0x35d1c,SOURCE/wingraph,Od,0x133,?DDCreateSurface@@YIPAUIDirectDrawSurface@@KKH@Z
0x35e4f,SOURCE/wingraph,Od,0x5d2,?DDSD@@YIXHPADH@Z
0x36421,SOURCE/wingraph,Od,0x118,?DDUpdatePalette@@YIXPAC@Z
0x36539,SOURCE/wingraph,Od,0x177,?DDCleanUpWinGraphics@@YIXXZ
0x366b0,SOURCE/wingraph,Od,0x305,?DDSetFullScreenStatus@@YIXH@Z
0x369b5,SOURCE/wingraph,Od,0x89,?WGQueryNewPalette@@YIHXZ
0x36a3e,SOURCE/wingraph,Od,0x151,?WGInitGraphics@@YIXXZ
0x36b8f,SOURCE/wingraph,Od,0x1e7,?WGUpdatePalette@@YIXPAC@Z
0x36d76,SOURCE/wingraph,Od,0x1d5,?WGInitializePalette@@YIXXZ
0x36f4b,SOURCE/wingraph,Od,0x1c4,?WGAppPaint@@YIHPAX0@Z
0x3710f,SOURCE/wingraph,Od,0x78,?WGCleanUpWinGraphics@@YIXXZ
0x37187,SOURCE/wingraph,Od,0x80,?ConnectToDLLs@@YIXXZ
0x37207,SOURCE/wingraph,Od,0x29,?DisconnectDLLs@@YIXXZ
0x37230,SOURCE/wingraph,Od,0x2c,?RestoreDisplayMode@@YIXXZ
0x3725c,SOURCE/wingraph,Od,0x2e,?SetPalette@@YIHXZ
0x3728a,SOURCE/wingraph,Od,0x7e,?GetGraphicsInfo@@YIXXZ
0x37308,SOURCE/wingraph,Od,0xa0,?InitGraphics@@YIXXZ
0x373a8,SOURCE/wingraph,Od,0x46,?AppPaint@@YIHPAX0@Z
0x373ee,SOURCE/wingraph,Od,0x2c,?InitializePalette@@YIXXZ
0x3741a,SOURCE/wingraph,Od,0x38,?UpdatePalette@@YIXPAC@Z
0x37452,SOURCE/wingraph,Od,0x31,?CleanUpWinGraphics@@YIXXZ
0x37483,SOURCE/wingraph,Od,0xe1,?SetFullScreenStatus@@YIXH@Z
0x37564,SOURCE/wingraph,Od,0x31,?QueryNewPalette@@YIHXZ
0x37595,SOURCE/wingraph,Od,0x286,?SetGraphicsType@@YIHH@Z
0x3781b,SOURCE/PHILAI,Od,0x1b5,?ResetHeroRVs@@YIXHHH@Z
0x379d0,SOURCE/PHILAI,Od,0x180,?CheckDoMain@@YIXHH@Z
0x37b50,SOURCE/PHILAI,Od,0x10,?ShowStatus@@YIXXZ
0x37b60,SOURCE/PHILAI,Od,0x55,??0philAI@@QAE@XZ
0x37bb5,SOURCE/PHILAI,Od,0xac,?DoAllHeroInteractions@philAI@@QAEXXZ
0x37c61,SOURCE/PHILAI,Od,0x37e,?CheckForCreatureUpgrades@philAI@@QAEXXZ
0x37fdf,SOURCE/PHILAI,Od,0x4be,?CheckBuyStuff@philAI@@QAEXXZ
0x3849d,SOURCE/PHILAI,Od,0x2e8,?GoodAdjacent@philAI@@QAEHPAH@Z
0x38785,SOURCE/PHILAI,Od,0x4b8,?CheckReload@philAI@@QAEXXZ
0x38c3d,SOURCE/PHILAI,Od,0x302,?CheckBerserk@philAI@@QAEXXZ
0x38f3f,SOURCE/PHILAI,Od,0x71,?DimensionDoorTo@philAI@@QAEXHH@Z
0x38fb0,SOURCE/PHILAI,Od,0x3f9,?DoAnywhereDDoorTownGate@philAI@@QAEHH@Z
0x393a9,SOURCE/PHILAI,Od,0x158,?DoDimensionDoor@philAI@@QAEHPAVhero@@@Z
0x39501,SOURCE/PHILAI,Od,0xb7,?SetupRelativeHeroStrengths@philAI@@QAEXXZ
0x395b8,SOURCE/PHILAI,Od,0x79,?ValidateHero@@YIXPAVhero@@@Z
0x39631,SOURCE/PHILAI,Od,0xcad,?DoAI@philAI@@QAEXH@Z
0x3a2de,SOURCE/PHILAI,Od,0x4b,?GetGameAIVars@philAI@@QAEXXZ
0x3a329,SOURCE/PHILAI,Od,0xe2b,?GetTurnAIVars@philAI@@QAEXH@Z
0x3b154,SOURCE/PHILAI,Od,0x5f4,?GetBestBHC@philAI@@QAEXHAAUBHC@@@Z
0x3b748,SOURCE/PHILAI,Od,0x11d,?DetermineHeroToMove@philAI@@QAEPAVhero@@H@Z
0x3b865,SOURCE/PHILAI,Od,0xe7d,?DetermineTargetPosition@philAI@@QAEHAAH0H0@Z
0x3c6e2,SOURCE/PHILAI,Od,0x791,?ProbableOutcomeOfBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@010HHHAAMAAH3333@Z
0x3ce73,SOURCE/PHILAI,Od,0x1e,?GetOddsOfWinning@philAI@@QAEMH@Z
0x3ce91,SOURCE/PHILAI,Od,0x826,?ValueOfBuyingBuilding@philAI@@QAEXPAVtown@@HAAHAAM@Z
0x3d6b7,SOURCE/PHILAI,Od,0x19b,?GetBestBuilding@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z
0x3d852,SOURCE/PHILAI,Od,0x306,?ValueOfBuyingCreature@philAI@@QAEXPAVtown@@HAAHHAAM@Z
0x3db58,SOURCE/PHILAI,Od,0x35b,?GetBestCreature@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z
0x3deb3,SOURCE/PHILAI,Od,0x48,?CreaturesToBuy@philAI@@QAEHPAVtown@@H@Z
0x3defb,SOURCE/PHILAI,Od,0x5f,?CreaturesToBuy@philAI@@QAEHHH@Z
0x3df5a,SOURCE/PHILAI,Od,0x9c,?MaxBuyableCreatures@philAI@@QAEHH@Z
0x3dff6,SOURCE/PHILAI,Od,0x2b2,?ValueOfBuyingHero@philAI@@QAEXPAVtown@@PAVhero@@AAHAAM@Z
0x3e2a8,SOURCE/PHILAI,Od,0x1b1,?GetBestHero@philAI@@QAEXPAVtown@@AAUBHC@@AAM@Z
0x3e459,SOURCE/PHILAI,Od,0x65,?LikelihoodOfEnemyAttacking@philAI@@QAEXPAVtown@@PAVhero@@AAM2AAH332@Z
0x3e4be,SOURCE/PHILAI,Od,0x1a,?MeanRVOfUnexploredTerritory@philAI@@QAEHH@Z
0x3e4d8,SOURCE/PHILAI,Od,0x1d8,?GetGameAttentionValue@philAI@@QAEXH@Z
0x3e6b0,SOURCE/PHILAI,Od,0xf2,?GetTurnAttentionValue@philAI@@QAEXH@Z
0x3e7a2,SOURCE/PHILAI,Od,0xa6,?RVConversion@philAI@@QAEHQAH@Z
0x3e848,SOURCE/PHILAI,Od,0xd0,?TurnsToBuy@philAI@@QAEMQAH@Z
0x3e918,SOURCE/PHILAI,Od,0x62d,?RVOfPosition@philAI@@QAEHHHHHHHHHHH@Z
0x3ef45,SOURCE/PHILAI,Od,0xaf9,?StrategicValueOfPosition@philAI@@QAEHHHHHPAHH@Z
0x3fa3e,SOURCE/PHILAI,Od,0x14e,?ValueOfTown@philAI@@QAEHPAVtown@@@Z
0x3fb8c,SOURCE/PHILAI,Od,0x180,?TurnCostResource@philAI@@QAEXH@Z
0x3fd0c,SOURCE/PHILAI,Od,0x175,?TurnValueOfObelisk@philAI@@QAEMH@Z
0x3fe81,SOURCE/PHILAI,Od,0x51,?FutureDeflator@philAI@@QAEMQAH@Z
0x3fed2,SOURCE/PHILAI,Od,0xbf8,?FightValueOfStack@philAI@@QAEHPAVarmyGroup@@PAVhero@@HHHH@Z
0x40aca,SOURCE/PHILAI,Od,0x1e7,?EvaluateOneTimeCreaturePurchase@philAI@@QAEXHHHAAH00@Z
0x40cb1,SOURCE/PHILAI,Od,0x768,?QuickCombat@philAI@@QAEHPAVarmyGroup@@PAVhero@@01HHAAM2@Z
0x41419,SOURCE/PHILAI,Od,0x422,?HeroInteractionAtHero@philAI@@QAEXPAVhero@@0HPAH@Z
0x4183b,SOURCE/PHILAI,Od,0x882,?HeroInteractionAtTown@philAI@@QAEXPAVhero@@PAVtown@@HPAH@Z
0x420bd,SOURCE/PHILAI,Od,0x4ba,?RedistributeTroops@philAI@@QAEXPAVarmyGroup@@0HHHHH@Z
0x42577,SOURCE/PHILAI,Od,0x39,?ChooseGoldOrExperience@philAI@@QAEHHH@Z
0x425b0,SOURCE/PHILAI,Od,0xc7,?ChooseEvaluateBattle@philAI@@QAEXPAVarmyGroup@@PAVhero@@01HHHAAH2@Z
0x42677,SOURCE/PHILAI,Od,0xfa,?ChooseToFightForArtifact@philAI@@QAEHHHH@Z
0x42771,SOURCE/PHILAI,Od,0x53,?NetValueOfArtifact@philAI@@QAEHHHHH@Z
0x427c4,SOURCE/PHILAI,Od,0x1d,?ChooseToPayRansomOnHero@philAI@@QAEHH@Z
0x427e1,SOURCE/PHILAI,Od,0xd7,?BuildBuilding@philAI@@QAEXPAVtown@@H@Z
0x428b8,SOURCE/PHILAI,Od,0x328,?BuildHero@philAI@@QAEXPAVtown@@H@Z
0x42be0,SOURCE/PHILAI,Od,0x2cd,?BuildCreature@philAI@@QAEXPAVtown@@HH@Z
0x42ead,SOURCE/PHILAI,Od,0x15a,?CanBuyBHC@philAI@@QAEHAAUBHC@@@Z
0x43007,SOURCE/PHILAI,Od,0x164,?CombatMonsterEvent@philAI@@QAEHPAVhero@@HPAHPAVmapCell@@@Z
0x4316b,SOURCE/PHILAI,Od,0x6d7,?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z
0x43842,SOURCE/PHILAI,Od,0x73,?DamageGroup@philAI@@QAEHPAVarmyGroup@@PAVhero@@1M@Z
0x438b5,SOURCE/PHILAI,Od,0xcb,?IncrementHourGlass@philAI@@QAEXXZ
0x43980,SOURCE/PHILAI,Od,0x227,?TownEvent@philAI@@QAEXPAVmapCell@@PAVhero@@HH@Z
0x43ba7,SOURCE/PHILAI,Od,0xad,?ComputeUpgradeValue@philAI@@QAEHHH@Z
0x43c54,SOURCE/PHILAI,Od,0x271,?ComputeValueOfSS@philAI@@QAEHPAVhero@@HH@Z
0x43ec5,SOURCE/PHILAI,Od,0x59,?ComputeValueOfFreeSS@philAI@@QAEHPAVhero@@H@Z
0x43f1e,SOURCE/PHILAI,Od,0xa6,?ManaRefreshValue@philAI@@QAEHPAVhero@@H@Z
0x43fc4,SOURCE/PHILAI,Od,0x1ac5,?ValueOfEventAtPosition@philAI@@QAEHHHHPAH@Z
0x45a89,SOURCE/PHILAI,Od,0x299,?EvaluateGenericSite@philAI@@QAEHPAVmapCell@@@Z
0x45d22,SOURCE/PHILAI,Od,0x5e,?EvaluateBarrier@philAI@@QAEHPAVmapCell@@@Z
0x45d80,SOURCE/PHILAI,Od,0x5e,?EvaluatePassword@philAI@@QAEHPAVmapCell@@@Z
0x45dde,SOURCE/PHILAI,Od,0xf5,?EvaluateRecruitSite@philAI@@QAEHPAVmapCell@@@Z
0x45ed3,SOURCE/PHILAI,Od,0x1d,?EvaluateJail@philAI@@QAEHPAVmapCell@@@Z
0x45ef0,SOURCE/PHILAI,Od,0xf6,?InitAIMapVars@@YIXXZ
0x45fe6,SOURCE/PHILAI,Od,0x112,?CloseAIMapVars@@YIXXZ
0x460f8,SOURCE/PHILAI,Od,0x26a,?OnMySide@@YIHH@Z
0x46362,SOURCE/PHILAI,Od,0x2bc,?EvaluateArtifactEvent@philAI@@QAEHHH@Z
0x4661e,SOURCE/PHILAI,Od,0x30a,?EvaluateMineEvent@philAI@@QAEHHHHPAH@Z
0x46928,SOURCE/PHILAI,Od,0x33e,?EvaluateMonsterEvent@philAI@@QAEHHHPAH@Z
0x46c66,SOURCE/PHILAI,Od,0x5ab,?EvaluateHeroEvent@philAI@@QAEHHHHHPAH@Z
0x47211,SOURCE/PHILAI,Od,0x4fa,?EvaluateTownEvent@philAI@@QAEHHHHHPAH@Z
0x47710,SOURCE/Campaign,Od,0x563,?HandleCampaignWin@game@@QAEHXZ
0x47c73,SOURCE/Campaign,Od,0x343,?PlayPreScenarioSmacker@game@@QAEXHH@Z
0x47fb6,SOURCE/Campaign,Od,0x48d,?ShowCampaignInfo@game@@QAEXHH@Z
0x48443,SOURCE/Campaign,Od,0xa0f,?CampaignInfoUpdate@game@@QAEXH@Z
0x48e52,SOURCE/Campaign,Od,0x521,?CampaignHandler@@YIHAAUtag_message@@@Z
0x49373,SOURCE/Campaign,Od,0x47,?InitEntireCampaign@game@@QAEXH@Z
0x493ba,SOURCE/Campaign,Od,0xbb7,?InitCampaignMap@game@@QAEXXZ
0x49f80,SOURCE/x_cdtest,Od,0x3b,?CDTest_Init@@YIHXZ
0x49fbb,SOURCE/x_cdtest,Od,0x33,?CDTest_Cleanup@@YIXXZ
0x49fee,SOURCE/x_cdtest,Od,0x26,?CDTest_VerifyCDQuick@@YIHXZ
0x4a014,SOURCE/x_cdtest,Od,0x4d,?CDTest_VerifyCDThorough@@YIHXZ
0x4a061,SOURCE/x_cdtest,Od,0x8f,?CDTest_VerifyTrack@@YIHH@Z
0x4a0f0,SOURCE/x_cdtest,Od,0x2ce,?CDTest_GenerateTable@@YIHPAD@Z
0x4a3c0,SOURCE/HEXCELL,Od,0x46,??0hexcell@@QAE@XZ
0x4a406,SOURCE/HEXCELL,Od,0x16,?DrawGround@hexcell@@QAEXXZ
0x4a41c,SOURCE/HEXCELL,Od,0xc6,?DrawLowerDeadOccupants@hexcell@@QAEXXZ
0x4a4e2,SOURCE/HEXCELL,Od,0xc8,?DrawUpperDeadOccupant@hexcell@@QAEXXZ
0x4a5aa,SOURCE/HEXCELL,Od,0x165,?DrawOccupant@hexcell@@QAEXHH@Z
0x4a70f,SOURCE/HEXCELL,Od,0x149,?DrawTower@hexcell@@QAEXH@Z
0x4a858,SOURCE/HEXCELL,Od,0x16,?DrawClouds@hexcell@@QAEXXZ
0x4a86e,SOURCE/HEXCELL,Od,0x4f,?DrawObstacle@hexcell@@QAEXXZ
0x4a8c0,SOURCE/ARMY,Od,0xcf,??0army@@QAE@XZ
0x4a98f,SOURCE/ARMY,Od,0x18,?WaitSample@army@@QAEXH@Z
0x4a9a7,SOURCE/ARMY,Od,0xde,?InitClean@army@@QAEXXZ
0x4aa85,SOURCE/ARMY,Od,0x443,?Init@army@@QAEXHHHHHH@Z
0x4aec8,SOURCE/ARMY,Od,0x4a6,?LoadResources@army@@QAEXXZ
0x4b36e,SOURCE/ARMY,Od,0xe8,?FreeResources@army@@QAEXXZ
0x4b456,SOURCE/ARMY,Od,0x7d2,?DrawToBuffer@army@@QAEXHHH@Z
0x4bc28,SOURCE/ARMY,Od,0x2d,?Wince@army@@QAEXXZ
0x4bc55,SOURCE/ARMY,Od,0xb90,?Walk@army@@QAEXHHH@Z
0x4c7e5,SOURCE/ARMY,Od,0x14aa,?SpecialAttack@army@@QAEXXZ
0x4dc8f,SOURCE/ARMY,Od,0x2b,?DirDoAttack@army@@QAEXH@Z
0x4dcba,SOURCE/ARMY,Od,0x4e7,?DoHydraAttack@army@@QAEXH@Z
0x4e1a1,SOURCE/ARMY,Od,0x1267,?DoAttack@army@@QAEXH@Z
0x4f408,SOURCE/ARMY,Od,0x16,?ResetPath@army@@QAEXXZ
0x4f41e,SOURCE/ARMY,Od,0x25,?WalkTo@army@@QAEHXZ
0x4f443,SOURCE/ARMY,Od,0x2ee,?WalkTo@army@@QAEHH@Z
0x4f731,SOURCE/ARMY,Od,0x25,?AttackTo@army@@QAEHXZ
0x4f756,SOURCE/ARMY,Od,0x1e8,?AttackTo@army@@QAEHH@Z
0x4f93e,SOURCE/ARMY,Od,0x282,?CheckLuck@army@@QAEXXZ
0x4fbc0,SOURCE/ARMY,Od,0x56e,?DamageEnemy@army@@QAEXPAV1@PAH1HH@Z
0x5012e,SOURCE/ARMY,Od,0x23c,?Damage@army@@QAEHJH@Z
0x5036a,SOURCE/ARMY,Od,0x1361,?PowEffect@army@@QAEXHHHH@Z
0x516cb,SOURCE/ARMY,Od,0x35,?Strength@army@@QAEKXZ
0x51700,SOURCE/ARMY,Od,0x66,?LeaveNoBody@army@@QAEHXZ
0x51766,SOURCE/ARMY,Od,0x3f5,?ProcessDeath@army@@QAEXH@Z
0x51b5b,SOURCE/ARMY,Od,0x39d,?SpellEffect@army@@QAEXHHH@Z
0x51ef8,SOURCE/ARMY,Od,0x10f,?CancelSpellType@army@@QAEXH@Z
0x52007,SOURCE/ARMY,Od,0x178,?CancelIndividualSpell@army@@QAEXH@Z
0x5217f,SOURCE/ARMY,Od,0x282,?SetSpellInfluence@army@@QAEHHH@Z
